ccaa;ccaa_2;nacionalidad;anio;edad_media;ind_fecundidad
Total Nacional;Nacional;ambas;2020;32.32;1.18
Total Nacional;Nacional;ambas;2019;32.25;1.24
Total Nacional;Nacional;ambas;2018;32.2;1.26
Total Nacional;Nacional;ambas;2017;32.08;1.31
Total Nacional;Nacional;ambas;2016;32;1.34
Total Nacional;Nacional;ambas;2015;31.9;1.33
Total Nacional;Nacional;ambas;2014;31.78;1.32
Total Nacional;Nacional;ambas;2013;31.66;1.27
Total Nacional;Nacional;ambas;2012;31.56;1.32
Total Nacional;Nacional;ambas;2011;31.44;1.34
Total Nacional;Nacional;ambas;2010;31.2;1.37
Total Nacional;Nacional;ambas;2009;31.04;1.38
Total Nacional;Nacional;ambas;2008;30.83;1.44
Total Nacional;Nacional;ambas;2007;30.85;1.38
Total Nacional;Nacional;ambas;2006;30.9;1.36
Total Nacional;Nacional;ambas;2005;30.92;1.33
Total Nacional;Nacional;ambas;2004;30.87;1.32
Total Nacional;Nacional;ambas;2003;30.85;1.3
Total Nacional;Nacional;ambas;2002;30.8;1.25
Total Nacional;Nacional;ambas;2001;30.77;1.24
Total Nacional;Nacional;ambas;2000;30.74;1.21
Total Nacional;Nacional;ambas;1999;30.68;1.16
Total Nacional;Nacional;ambas;1998;30.56;1.13
Total Nacional;Nacional;ambas;1997;30.4;1.15
Total Nacional;Nacional;ambas;1996;30.21;1.14
Total Nacional;Nacional;ambas;1995;29.98;1.16
Total Nacional;Nacional;ambas;1994;29.74;1.19
Total Nacional;Nacional;ambas;1993;29.47;1.26
Total Nacional;Nacional;ambas;1992;29.26;1.31
Total Nacional;Nacional;ambas;1991;29.04;1.33
Total Nacional;Nacional;ambas;1990;28.86;1.36
Total Nacional;Nacional;ambas;1989;28.72;1.4
Total Nacional;Nacional;ambas;1988;28.58;1.45
Total Nacional;Nacional;ambas;1987;28.57;1.49
Total Nacional;Nacional;ambas;1986;28.54;1.55
Total Nacional;Nacional;ambas;1985;28.46;1.64
Total Nacional;Nacional;ambas;1984;28.43;1.72
Total Nacional;Nacional;ambas;1983;28.38;1.8
Total Nacional;Nacional;ambas;1982;28.33;1.94
Total Nacional;Nacional;ambas;1981;28.23;2.04
Total Nacional;Nacional;ambas;1980;28.2;2.21
Total Nacional;Nacional;ambas;1979;28.24;2.37
Total Nacional;Nacional;ambas;1978;28.36;2.54
Total Nacional;Nacional;ambas;1977;28.45;2.65
Total Nacional;Nacional;ambas;1976;28.55;2.77
Total Nacional;Nacional;ambas;1975;28.85;2.77
Total Nacional;Nacional;espanola;2020;32.84;1.12
Total Nacional;Nacional;espanola;2019;32.76;1.17
Total Nacional;Nacional;espanola;2018;32.71;1.2
Total Nacional;Nacional;espanola;2017;32.58;1.25
Total Nacional;Nacional;espanola;2016;32.49;1.28
Total Nacional;Nacional;espanola;2015;32.38;1.28
Total Nacional;Nacional;espanola;2014;32.27;1.27
Total Nacional;Nacional;espanola;2013;32.21;1.23
Total Nacional;Nacional;espanola;2012;32.15;1.27
Total Nacional;Nacional;espanola;2011;32.05;1.29
Total Nacional;Nacional;espanola;2010;31.85;1.3
Total Nacional;Nacional;espanola;2009;31.71;1.31
Total Nacional;Nacional;espanola;2008;31.54;1.36
Total Nacional;Nacional;espanola;2007;31.49;1.31
Total Nacional;Nacional;espanola;2006;31.43;1.31
Total Nacional;Nacional;espanola;2005;31.38;1.28
Total Nacional;Nacional;espanola;2004;31.3;1.27
Total Nacional;Nacional;espanola;2003;31.22;1.25
Total Nacional;Nacional;espanola;2002;31.11;1.21
Total Nacional;Nacional;espanola;2001;;
Total Nacional;Nacional;espanola;2000;;
Total Nacional;Nacional;espanola;1999;;
Total Nacional;Nacional;espanola;1998;;
Total Nacional;Nacional;espanola;1997;;
Total Nacional;Nacional;espanola;1996;;
Total Nacional;Nacional;espanola;1995;;
Total Nacional;Nacional;espanola;1994;;
Total Nacional;Nacional;espanola;1993;;
Total Nacional;Nacional;espanola;1992;;
Total Nacional;Nacional;espanola;1991;;
Total Nacional;Nacional;espanola;1990;;
Total Nacional;Nacional;espanola;1989;;
Total Nacional;Nacional;espanola;1988;;
Total Nacional;Nacional;espanola;1987;;
Total Nacional;Nacional;espanola;1986;;
Total Nacional;Nacional;espanola;1985;;
Total Nacional;Nacional;espanola;1984;;
Total Nacional;Nacional;espanola;1983;;
Total Nacional;Nacional;espanola;1982;;
Total Nacional;Nacional;espanola;1981;;
Total Nacional;Nacional;espanola;1980;;
Total Nacional;Nacional;espanola;1979;;
Total Nacional;Nacional;espanola;1978;;
Total Nacional;Nacional;espanola;1977;;
Total Nacional;Nacional;espanola;1976;;
Total Nacional;Nacional;espanola;1975;;
Total Nacional;Nacional;extranjera;2020;30.26;1.45
Total Nacional;Nacional;extranjera;2019;30.15;1.59
Total Nacional;Nacional;extranjera;2018;29.94;1.65
Total Nacional;Nacional;extranjera;2017;29.67;1.71
Total Nacional;Nacional;extranjera;2016;29.55;1.72
Total Nacional;Nacional;extranjera;2015;29.43;1.66
Total Nacional;Nacional;extranjera;2014;29.3;1.62
Total Nacional;Nacional;extranjera;2013;29.12;1.53
Total Nacional;Nacional;extranjera;2012;28.94;1.56
Total Nacional;Nacional;extranjera;2011;28.86;1.58
Total Nacional;Nacional;extranjera;2010;28.69;1.68
Total Nacional;Nacional;extranjera;2009;28.5;1.68
Total Nacional;Nacional;extranjera;2008;28.24;1.83
Total Nacional;Nacional;extranjera;2007;28.18;1.72
Total Nacional;Nacional;extranjera;2006;28.21;1.69
Total Nacional;Nacional;extranjera;2005;28.24;1.66
Total Nacional;Nacional;extranjera;2004;28.1;1.75
Total Nacional;Nacional;extranjera;2003;28.06;1.77
Total Nacional;Nacional;extranjera;2002;27.93;1.86
Total Nacional;Nacional;extranjera;2001;;
Total Nacional;Nacional;extranjera;2000;;
Total Nacional;Nacional;extranjera;1999;;
Total Nacional;Nacional;extranjera;1998;;
Total Nacional;Nacional;extranjera;1997;;
Total Nacional;Nacional;extranjera;1996;;
Total Nacional;Nacional;extranjera;1995;;
Total Nacional;Nacional;extranjera;1994;;
Total Nacional;Nacional;extranjera;1993;;
Total Nacional;Nacional;extranjera;1992;;
Total Nacional;Nacional;extranjera;1991;;
Total Nacional;Nacional;extranjera;1990;;
Total Nacional;Nacional;extranjera;1989;;
Total Nacional;Nacional;extranjera;1988;;
Total Nacional;Nacional;extranjera;1987;;
Total Nacional;Nacional;extranjera;1986;;
Total Nacional;Nacional;extranjera;1985;;
Total Nacional;Nacional;extranjera;1984;;
Total Nacional;Nacional;extranjera;1983;;
Total Nacional;Nacional;extranjera;1982;;
Total Nacional;Nacional;extranjera;1981;;
Total Nacional;Nacional;extranjera;1980;;
Total Nacional;Nacional;extranjera;1979;;
Total Nacional;Nacional;extranjera;1978;;
Total Nacional;Nacional;extranjera;1977;;
Total Nacional;Nacional;extranjera;1976;;
Total Nacional;Nacional;extranjera;1975;;
01 Andalucia;Andalucia;ambas;2020;31.76;1.24
01 Andalucia;Andalucia;ambas;2019;31.7;1.31
01 Andalucia;Andalucia;ambas;2018;31.68;1.32
01 Andalucia;Andalucia;ambas;2017;31.55;1.36
01 Andalucia;Andalucia;ambas;2016;31.47;1.41
01 Andalucia;Andalucia;ambas;2015;31.37;1.4
01 Andalucia;Andalucia;ambas;2014;31.29;1.39
01 Andalucia;Andalucia;ambas;2013;31.2;1.34
01 Andalucia;Andalucia;ambas;2012;31.11;1.39
01 Andalucia;Andalucia;ambas;2011;30.98;1.42
01 Andalucia;Andalucia;ambas;2010;30.72;1.45
01 Andalucia;Andalucia;ambas;2009;30.61;1.48
01 Andalucia;Andalucia;ambas;2008;30.4;1.56
01 Andalucia;Andalucia;ambas;2007;30.37;1.5
01 Andalucia;Andalucia;ambas;2006;30.4;1.5
01 Andalucia;Andalucia;ambas;2005;30.38;1.46
01 Andalucia;Andalucia;ambas;2004;30.32;1.44
01 Andalucia;Andalucia;ambas;2003;30.36;1.4
01 Andalucia;Andalucia;ambas;2002;30.27;1.35
01 Andalucia;Andalucia;ambas;2001;30.2;1.35
01 Andalucia;Andalucia;ambas;2000;30.14;1.34
01 Andalucia;Andalucia;ambas;1999;30.09;1.31
01 Andalucia;Andalucia;ambas;1998;29.95;1.28
01 Andalucia;Andalucia;ambas;1997;29.84;1.32
01 Andalucia;Andalucia;ambas;1996;29.71;1.31
01 Andalucia;Andalucia;ambas;1995;29.5;1.36
01 Andalucia;Andalucia;ambas;1994;29.32;1.42
01 Andalucia;Andalucia;ambas;1993;29.11;1.52
01 Andalucia;Andalucia;ambas;1992;28.95;1.58
01 Andalucia;Andalucia;ambas;1991;28.77;1.61
01 Andalucia;Andalucia;ambas;1990;28.65;1.66
01 Andalucia;Andalucia;ambas;1989;28.58;1.69
01 Andalucia;Andalucia;ambas;1988;28.48;1.77
01 Andalucia;Andalucia;ambas;1987;28.53;1.84
01 Andalucia;Andalucia;ambas;1986;28.54;1.91
01 Andalucia;Andalucia;ambas;1985;28.49;2.01
01 Andalucia;Andalucia;ambas;1984;28.49;2.16
01 Andalucia;Andalucia;ambas;1983;28.51;2.29
01 Andalucia;Andalucia;ambas;1982;28.48;2.45
01 Andalucia;Andalucia;ambas;1981;28.41;2.55
01 Andalucia;Andalucia;ambas;1980;28.4;2.72
01 Andalucia;Andalucia;ambas;1979;28.46;2.81
01 Andalucia;Andalucia;ambas;1978;28.67;2.96
01 Andalucia;Andalucia;ambas;1977;28.78;3.03
01 Andalucia;Andalucia;ambas;1976;28.92;3.11
01 Andalucia;Andalucia;ambas;1975;29.22;3.09
01 Andalucia;Andalucia;espanola;2020;32.06;1.21
01 Andalucia;Andalucia;espanola;2019;31.99;1.27
01 Andalucia;Andalucia;espanola;2018;31.98;1.28
01 Andalucia;Andalucia;espanola;2017;31.85;1.33
01 Andalucia;Andalucia;espanola;2016;31.75;1.38
01 Andalucia;Andalucia;espanola;2015;31.63;1.38
01 Andalucia;Andalucia;espanola;2014;31.54;1.37
01 Andalucia;Andalucia;espanola;2013;31.46;1.33
01 Andalucia;Andalucia;espanola;2012;31.39;1.38
01 Andalucia;Andalucia;espanola;2011;31.26;1.41
01 Andalucia;Andalucia;espanola;2010;31;1.43
01 Andalucia;Andalucia;espanola;2009;30.9;1.45
01 Andalucia;Andalucia;espanola;2008;30.69;1.52
01 Andalucia;Andalucia;espanola;2007;30.65;1.47
01 Andalucia;Andalucia;espanola;2006;30.61;1.48
01 Andalucia;Andalucia;espanola;2005;30.55;1.44
01 Andalucia;Andalucia;espanola;2004;30.47;1.41
01 Andalucia;Andalucia;espanola;2003;30.5;1.38
01 Andalucia;Andalucia;espanola;2002;30.37;1.33
01 Andalucia;Andalucia;espanola;2001;;
01 Andalucia;Andalucia;espanola;2000;;
01 Andalucia;Andalucia;espanola;1999;;
01 Andalucia;Andalucia;espanola;1998;;
01 Andalucia;Andalucia;espanola;1997;;
01 Andalucia;Andalucia;espanola;1996;;
01 Andalucia;Andalucia;espanola;1995;;
01 Andalucia;Andalucia;espanola;1994;;
01 Andalucia;Andalucia;espanola;1993;;
01 Andalucia;Andalucia;espanola;1992;;
01 Andalucia;Andalucia;espanola;1991;;
01 Andalucia;Andalucia;espanola;1990;;
01 Andalucia;Andalucia;espanola;1989;;
01 Andalucia;Andalucia;espanola;1988;;
01 Andalucia;Andalucia;espanola;1987;;
01 Andalucia;Andalucia;espanola;1986;;
01 Andalucia;Andalucia;espanola;1985;;
01 Andalucia;Andalucia;espanola;1984;;
01 Andalucia;Andalucia;espanola;1983;;
01 Andalucia;Andalucia;espanola;1982;;
01 Andalucia;Andalucia;espanola;1981;;
01 Andalucia;Andalucia;espanola;1980;;
01 Andalucia;Andalucia;espanola;1979;;
01 Andalucia;Andalucia;espanola;1978;;
01 Andalucia;Andalucia;espanola;1977;;
01 Andalucia;Andalucia;espanola;1976;;
01 Andalucia;Andalucia;espanola;1975;;
01 Andalucia;Andalucia;extranjera;2020;29.5;1.57
01 Andalucia;Andalucia;extranjera;2019;29.45;1.76
01 Andalucia;Andalucia;extranjera;2018;29.15;1.78
01 Andalucia;Andalucia;extranjera;2017;28.93;1.77
01 Andalucia;Andalucia;extranjera;2016;28.99;1.79
01 Andalucia;Andalucia;extranjera;2015;28.98;1.69
01 Andalucia;Andalucia;extranjera;2014;28.87;1.63
01 Andalucia;Andalucia;extranjera;2013;28.83;1.57
01 Andalucia;Andalucia;extranjera;2012;28.64;1.6
01 Andalucia;Andalucia;extranjera;2011;28.54;1.66
01 Andalucia;Andalucia;extranjera;2010;28.44;1.76
01 Andalucia;Andalucia;extranjera;2009;28.23;1.82
01 Andalucia;Andalucia;extranjera;2008;28.08;1.98
01 Andalucia;Andalucia;extranjera;2007;27.91;1.93
01 Andalucia;Andalucia;extranjera;2006;28.13;1.82
01 Andalucia;Andalucia;extranjera;2005;28.1;1.77
01 Andalucia;Andalucia;extranjera;2004;28.09;2.06
01 Andalucia;Andalucia;extranjera;2003;28;1.98
01 Andalucia;Andalucia;extranjera;2002;28.18;1.98
01 Andalucia;Andalucia;extranjera;2001;;
01 Andalucia;Andalucia;extranjera;2000;;
01 Andalucia;Andalucia;extranjera;1999;;
01 Andalucia;Andalucia;extranjera;1998;;
01 Andalucia;Andalucia;extranjera;1997;;
01 Andalucia;Andalucia;extranjera;1996;;
01 Andalucia;Andalucia;extranjera;1995;;
01 Andalucia;Andalucia;extranjera;1994;;
01 Andalucia;Andalucia;extranjera;1993;;
01 Andalucia;Andalucia;extranjera;1992;;
01 Andalucia;Andalucia;extranjera;1991;;
01 Andalucia;Andalucia;extranjera;1990;;
01 Andalucia;Andalucia;extranjera;1989;;
01 Andalucia;Andalucia;extranjera;1988;;
01 Andalucia;Andalucia;extranjera;1987;;
01 Andalucia;Andalucia;extranjera;1986;;
01 Andalucia;Andalucia;extranjera;1985;;
01 Andalucia;Andalucia;extranjera;1984;;
01 Andalucia;Andalucia;extranjera;1983;;
01 Andalucia;Andalucia;extranjera;1982;;
01 Andalucia;Andalucia;extranjera;1981;;
01 Andalucia;Andalucia;extranjera;1980;;
01 Andalucia;Andalucia;extranjera;1979;;
01 Andalucia;Andalucia;extranjera;1978;;
01 Andalucia;Andalucia;extranjera;1977;;
01 Andalucia;Andalucia;extranjera;1976;;
01 Andalucia;Andalucia;extranjera;1975;;
02 Aragon;Aragon;ambas;2020;32.53;1.19
02 Aragon;Aragon;ambas;2019;32.46;1.26
02 Aragon;Aragon;ambas;2018;32.41;1.29
02 Aragon;Aragon;ambas;2017;32.4;1.32
02 Aragon;Aragon;ambas;2016;32.23;1.34
02 Aragon;Aragon;ambas;2015;32.12;1.35
02 Aragon;Aragon;ambas;2014;32;1.34
02 Aragon;Aragon;ambas;2013;31.94;1.3
02 Aragon;Aragon;ambas;2012;31.91;1.3
02 Aragon;Aragon;ambas;2011;31.74;1.34
02 Aragon;Aragon;ambas;2010;31.36;1.36
02 Aragon;Aragon;ambas;2009;31.3;1.35
02 Aragon;Aragon;ambas;2008;31.08;1.41
02 Aragon;Aragon;ambas;2007;31.26;1.34
02 Aragon;Aragon;ambas;2006;31.4;1.3
02 Aragon;Aragon;ambas;2005;31.49;1.24
02 Aragon;Aragon;ambas;2004;31.58;1.25
02 Aragon;Aragon;ambas;2003;31.38;1.21
02 Aragon;Aragon;ambas;2002;31.45;1.15
02 Aragon;Aragon;ambas;2001;31.44;1.17
02 Aragon;Aragon;ambas;2000;31.48;1.12
02 Aragon;Aragon;ambas;1999;31.34;1.08
02 Aragon;Aragon;ambas;1998;31.31;1.03
02 Aragon;Aragon;ambas;1997;31.05;1.06
02 Aragon;Aragon;ambas;1996;30.89;1.05
02 Aragon;Aragon;ambas;1995;30.64;1.06
02 Aragon;Aragon;ambas;1994;30.36;1.11
02 Aragon;Aragon;ambas;1993;30.02;1.1
02 Aragon;Aragon;ambas;1992;29.84;1.17
02 Aragon;Aragon;ambas;1991;29.6;1.16
02 Aragon;Aragon;ambas;1990;29.42;1.16
02 Aragon;Aragon;ambas;1989;29.23;1.23
02 Aragon;Aragon;ambas;1988;29.16;1.28
02 Aragon;Aragon;ambas;1987;29.09;1.3
02 Aragon;Aragon;ambas;1986;29.03;1.36
02 Aragon;Aragon;ambas;1985;28.97;1.44
02 Aragon;Aragon;ambas;1984;28.89;1.51
02 Aragon;Aragon;ambas;1983;28.84;1.54
02 Aragon;Aragon;ambas;1982;28.87;1.71
02 Aragon;Aragon;ambas;1981;28.68;1.79
02 Aragon;Aragon;ambas;1980;28.57;1.96
02 Aragon;Aragon;ambas;1979;28.6;2.06
02 Aragon;Aragon;ambas;1978;28.67;2.19
02 Aragon;Aragon;ambas;1977;28.68;2.29
02 Aragon;Aragon;ambas;1976;28.84;2.37
02 Aragon;Aragon;ambas;1975;29.16;2.38
02 Aragon;Aragon;espanola;2020;33.37;1.14
02 Aragon;Aragon;espanola;2019;33.48;1.19
02 Aragon;Aragon;espanola;2018;33.29;1.21
02 Aragon;Aragon;espanola;2017;33.3;1.26
02 Aragon;Aragon;espanola;2016;33.19;1.27
02 Aragon;Aragon;espanola;2015;32.97;1.3
02 Aragon;Aragon;espanola;2014;32.91;1.28
02 Aragon;Aragon;espanola;2013;32.92;1.24
02 Aragon;Aragon;espanola;2012;32.88;1.23
02 Aragon;Aragon;espanola;2011;32.77;1.26
02 Aragon;Aragon;espanola;2010;32.52;1.24
02 Aragon;Aragon;espanola;2009;32.5;1.23
02 Aragon;Aragon;espanola;2008;32.35;1.27
02 Aragon;Aragon;espanola;2007;32.37;1.24
02 Aragon;Aragon;espanola;2006;32.29;1.22
02 Aragon;Aragon;espanola;2005;32.24;1.18
02 Aragon;Aragon;espanola;2004;32.22;1.19
02 Aragon;Aragon;espanola;2003;32;1.14
02 Aragon;Aragon;espanola;2002;31.92;1.11
02 Aragon;Aragon;espanola;2001;;
02 Aragon;Aragon;espanola;2000;;
02 Aragon;Aragon;espanola;1999;;
02 Aragon;Aragon;espanola;1998;;
02 Aragon;Aragon;espanola;1997;;
02 Aragon;Aragon;espanola;1996;;
02 Aragon;Aragon;espanola;1995;;
02 Aragon;Aragon;espanola;1994;;
02 Aragon;Aragon;espanola;1993;;
02 Aragon;Aragon;espanola;1992;;
02 Aragon;Aragon;espanola;1991;;
02 Aragon;Aragon;espanola;1990;;
02 Aragon;Aragon;espanola;1989;;
02 Aragon;Aragon;espanola;1988;;
02 Aragon;Aragon;espanola;1987;;
02 Aragon;Aragon;espanola;1986;;
02 Aragon;Aragon;espanola;1985;;
02 Aragon;Aragon;espanola;1984;;
02 Aragon;Aragon;espanola;1983;;
02 Aragon;Aragon;espanola;1982;;
02 Aragon;Aragon;espanola;1981;;
02 Aragon;Aragon;espanola;1980;;
02 Aragon;Aragon;espanola;1979;;
02 Aragon;Aragon;espanola;1978;;
02 Aragon;Aragon;espanola;1977;;
02 Aragon;Aragon;espanola;1976;;
02 Aragon;Aragon;espanola;1975;;
02 Aragon;Aragon;extranjera;2020;29.86;1.4
02 Aragon;Aragon;extranjera;2019;29.28;1.57
02 Aragon;Aragon;extranjera;2018;29.46;1.69
02 Aragon;Aragon;extranjera;2017;29.09;1.68
02 Aragon;Aragon;extranjera;2016;28.7;1.75
02 Aragon;Aragon;extranjera;2015;28.73;1.61
02 Aragon;Aragon;extranjera;2014;28.6;1.61
02 Aragon;Aragon;extranjera;2013;28.45;1.54
02 Aragon;Aragon;extranjera;2012;28.78;1.52
02 Aragon;Aragon;extranjera;2011;28.55;1.58
02 Aragon;Aragon;extranjera;2010;28.23;1.73
02 Aragon;Aragon;extranjera;2009;28.17;1.73
02 Aragon;Aragon;extranjera;2008;27.8;1.87
02 Aragon;Aragon;extranjera;2007;27.82;1.74
02 Aragon;Aragon;extranjera;2006;27.96;1.73
02 Aragon;Aragon;extranjera;2005;27.85;1.65
02 Aragon;Aragon;extranjera;2004;28.01;1.73
02 Aragon;Aragon;extranjera;2003;27.49;1.86
02 Aragon;Aragon;extranjera;2002;27.6;1.78
02 Aragon;Aragon;extranjera;2001;;
02 Aragon;Aragon;extranjera;2000;;
02 Aragon;Aragon;extranjera;1999;;
02 Aragon;Aragon;extranjera;1998;;
02 Aragon;Aragon;extranjera;1997;;
02 Aragon;Aragon;extranjera;1996;;
02 Aragon;Aragon;extranjera;1995;;
02 Aragon;Aragon;extranjera;1994;;
02 Aragon;Aragon;extranjera;1993;;
02 Aragon;Aragon;extranjera;1992;;
02 Aragon;Aragon;extranjera;1991;;
02 Aragon;Aragon;extranjera;1990;;
02 Aragon;Aragon;extranjera;1989;;
02 Aragon;Aragon;extranjera;1988;;
02 Aragon;Aragon;extranjera;1987;;
02 Aragon;Aragon;extranjera;1986;;
02 Aragon;Aragon;extranjera;1985;;
02 Aragon;Aragon;extranjera;1984;;
02 Aragon;Aragon;extranjera;1983;;
02 Aragon;Aragon;extranjera;1982;;
02 Aragon;Aragon;extranjera;1981;;
02 Aragon;Aragon;extranjera;1980;;
02 Aragon;Aragon;extranjera;1979;;
02 Aragon;Aragon;extranjera;1978;;
02 Aragon;Aragon;extranjera;1977;;
02 Aragon;Aragon;extranjera;1976;;
02 Aragon;Aragon;extranjera;1975;;
03 Asturias, Principado de;Asturias, Principado de;ambas;2020;32.48;0.92
03 Asturias, Principado de;Asturias, Principado de;ambas;2019;32.41;0.96
03 Asturias, Principado de;Asturias, Principado de;ambas;2018;32.29;1.03
03 Asturias, Principado de;Asturias, Principado de;ambas;2017;32.27;1.03
03 Asturias, Principado de;Asturias, Principado de;ambas;2016;32.28;1.04
03 Asturias, Principado de;Asturias, Principado de;ambas;2015;32.16;1.01
03 Asturias, Principado de;Asturias, Principado de;ambas;2014;32.06;0.99
03 Asturias, Principado de;Asturias, Principado de;ambas;2013;31.97;0.96
03 Asturias, Principado de;Asturias, Principado de;ambas;2012;31.98;1.06
03 Asturias, Principado de;Asturias, Principado de;ambas;2011;31.85;1.05
03 Asturias, Principado de;Asturias, Principado de;ambas;2010;31.66;1.04
03 Asturias, Principado de;Asturias, Principado de;ambas;2009;31.62;1.08
03 Asturias, Principado de;Asturias, Principado de;ambas;2008;31.26;1.08
03 Asturias, Principado de;Asturias, Principado de;ambas;2007;31.28;1.02
03 Asturias, Principado de;Asturias, Principado de;ambas;2006;31.44;0.98
03 Asturias, Principado de;Asturias, Principado de;ambas;2005;31.38;0.96
03 Asturias, Principado de;Asturias, Principado de;ambas;2004;31.29;0.93
03 Asturias, Principado de;Asturias, Principado de;ambas;2003;31.02;0.91
03 Asturias, Principado de;Asturias, Principado de;ambas;2002;30.95;0.86
03 Asturias, Principado de;Asturias, Principado de;ambas;2001;30.84;0.88
03 Asturias, Principado de;Asturias, Principado de;ambas;2000;30.76;0.85
03 Asturias, Principado de;Asturias, Principado de;ambas;1999;30.52;0.83
03 Asturias, Principado de;Asturias, Principado de;ambas;1998;30.27;0.8
03 Asturias, Principado de;Asturias, Principado de;ambas;1997;30.12;0.82
03 Asturias, Principado de;Asturias, Principado de;ambas;1996;29.85;0.82
03 Asturias, Principado de;Asturias, Principado de;ambas;1995;29.54;0.83
03 Asturias, Principado de;Asturias, Principado de;ambas;1994;29.17;0.83
03 Asturias, Principado de;Asturias, Principado de;ambas;1993;28.96;0.87
03 Asturias, Principado de;Asturias, Principado de;ambas;1992;28.63;0.94
03 Asturias, Principado de;Asturias, Principado de;ambas;1991;28.36;0.97
03 Asturias, Principado de;Asturias, Principado de;ambas;1990;28.07;0.97
03 Asturias, Principado de;Asturias, Principado de;ambas;1989;27.84;0.99
03 Asturias, Principado de;Asturias, Principado de;ambas;1988;27.64;1.06
03 Asturias, Principado de;Asturias, Principado de;ambas;1987;27.6;1.17
03 Asturias, Principado de;Asturias, Principado de;ambas;1986;27.57;1.26
03 Asturias, Principado de;Asturias, Principado de;ambas;1985;27.48;1.31
03 Asturias, Principado de;Asturias, Principado de;ambas;1984;27.62;1.38
03 Asturias, Principado de;Asturias, Principado de;ambas;1983;27.66;1.47
03 Asturias, Principado de;Asturias, Principado de;ambas;1982;27.44;1.54
03 Asturias, Principado de;Asturias, Principado de;ambas;1981;27.35;1.67
03 Asturias, Principado de;Asturias, Principado de;ambas;1980;27.34;1.82
03 Asturias, Principado de;Asturias, Principado de;ambas;1979;27.3;1.95
03 Asturias, Principado de;Asturias, Principado de;ambas;1978;27.42;2.04
03 Asturias, Principado de;Asturias, Principado de;ambas;1977;27.48;2.27
03 Asturias, Principado de;Asturias, Principado de;ambas;1976;27.45;2.35
03 Asturias, Principado de;Asturias, Principado de;ambas;1975;27.82;2.33
03 Asturias, Principado de;Asturias, Principado de;espanola;2020;32.84;0.89
03 Asturias, Principado de;Asturias, Principado de;espanola;2019;32.7;0.92
03 Asturias, Principado de;Asturias, Principado de;espanola;2018;32.59;1
03 Asturias, Principado de;Asturias, Principado de;espanola;2017;32.59;1
03 Asturias, Principado de;Asturias, Principado de;espanola;2016;32.62;1.01
03 Asturias, Principado de;Asturias, Principado de;espanola;2015;32.5;0.99
03 Asturias, Principado de;Asturias, Principado de;espanola;2014;32.42;0.97
03 Asturias, Principado de;Asturias, Principado de;espanola;2013;32.36;0.94
03 Asturias, Principado de;Asturias, Principado de;espanola;2012;32.36;1.04
03 Asturias, Principado de;Asturias, Principado de;espanola;2011;32.22;1.03
03 Asturias, Principado de;Asturias, Principado de;espanola;2010;32.13;1
03 Asturias, Principado de;Asturias, Principado de;espanola;2009;32.01;1.05
03 Asturias, Principado de;Asturias, Principado de;espanola;2008;31.7;1.04
03 Asturias, Principado de;Asturias, Principado de;espanola;2007;31.62;0.99
03 Asturias, Principado de;Asturias, Principado de;espanola;2006;31.7;0.96
03 Asturias, Principado de;Asturias, Principado de;espanola;2005;31.6;0.94
03 Asturias, Principado de;Asturias, Principado de;espanola;2004;31.51;0.91
03 Asturias, Principado de;Asturias, Principado de;espanola;2003;31.23;0.9
03 Asturias, Principado de;Asturias, Principado de;espanola;2002;31.07;0.85
03 Asturias, Principado de;Asturias, Principado de;espanola;2001;;
03 Asturias, Principado de;Asturias, Principado de;espanola;2000;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1999;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1998;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1997;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1996;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1995;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1994;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1993;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1992;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1991;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1990;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1989;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1988;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1987;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1986;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1985;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1984;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1983;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1982;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1981;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1980;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1979;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1978;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1977;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1976;;
03 Asturias, Principado de;Asturias, Principado de;espanola;1975;;
03 Asturias, Principado de;Asturias, Principado de;extranjera;2020;30.08;1.21
03 Asturias, Principado de;Asturias, Principado de;extranjera;2019;30.29;1.28
03 Asturias, Principado de;Asturias, Principado de;extranjera;2018;29.75;1.36
