ccaa;ccaa_2;nacionalidad;anio;edad_media_primer_hijo;ind_fecundidad
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2005;30.38;1.33
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2004;30.17;1.38
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2003;30.03;1.37
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2002;30.22;1.3
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2001;30.45;1.3
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;2000;30.3;1.2
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1999;30.52;1.18
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1998;30.37;1.15
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1997;30.15;1.17
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1996;29.91;1.15
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1995;29.8;1.11
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1994;29.56;1.13
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1993;29.03;1.16
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1992;28.72;1.14
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1991;28.73;1.22
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1990;28.18;1.23
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1989;28.06;1.25
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1988;27.7;1.28
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1987;27.42;1.26
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1986;27.07;1.37
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1985;26.93;1.42
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1984;27.02;1.54
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1983;26.67;1.61
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1982;26.59;1.73
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1981;26.38;1.88
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1980;26.15;2
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1979;26.05;2.13
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1978;25.93;2.3
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1977;26.09;2.47
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1976;26.04;2.59
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;ambas;1975;26.35;2.63
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2020;32.37;1.21
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2019;32.26;1.27
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2018;32.03;1.29
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2017;32.13;1.35
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2016;31.83;1.39
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2015;31.93;1.37
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2014;31.86;1.38
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2013;31.86;1.3
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2012;31.86;1.38
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2011;31.82;1.36
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2010;31.52;1.31
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2009;31.31;1.33
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2008;31.23;1.35
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2007;31.28;1.29
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2006;31.14;1.3
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2005;31.37;1.26
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2004;31.24;1.3
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2003;30.98;1.3
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2002;31.02;1.25
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2001;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;2000;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1999;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1998;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1997;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1996;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1995;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1994;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1993;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1992;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1991;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1990;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1989;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1988;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1987;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1986;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1985;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1984;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1983;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1982;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1981;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1980;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1979;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1978;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1977;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1976;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;espanola;1975;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2020;27.63;1.88
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2019;27.21;2.03
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2018;26.87;1.98
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2017;26.63;2.13
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2016;26.82;1.9
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2015;27.18;1.93
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2014;26.91;1.73
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2013;26.85;1.62
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2012;27.05;1.76
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2011;26.84;1.65
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2010;26.2;1.84
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2009;26.35;1.78
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2008;25.53;1.91
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2007;25.31;1.79
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2006;25.36;1.93
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2005;25.87;1.66
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2004;25;1.84
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2003;25.17;1.84
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2002;24.63;1.74
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2001;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;2000;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1999;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1998;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1997;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1996;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1995;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1994;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1993;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1992;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1991;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1990;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1989;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1988;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1987;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1986;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1985;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1984;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1983;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1982;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1981;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1980;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1979;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1978;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1977;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1976;;
15 Navarra, Comunidad Foral de;Navarra, Comunidad Foral de;extranjera;1975;;
16 Pais Vasco;Pais Vasco;ambas;2020;32.2;1.25
16 Pais Vasco;Pais Vasco;ambas;2019;31.88;1.28
16 Pais Vasco;Pais Vasco;ambas;2018;31.95;1.31
16 Pais Vasco;Pais Vasco;ambas;2017;31.92;1.35
16 Pais Vasco;Pais Vasco;ambas;2016;31.8;1.39
16 Pais Vasco;Pais Vasco;ambas;2015;31.72;1.39
16 Pais Vasco;Pais Vasco;ambas;2014;31.6;1.38
16 Pais Vasco;Pais Vasco;ambas;2013;31.6;1.3
16 Pais Vasco;Pais Vasco;ambas;2012;31.45;1.35
16 Pais Vasco;Pais Vasco;ambas;2011;31.43;1.35
16 Pais Vasco;Pais Vasco;ambas;2010;31.21;1.33
16 Pais Vasco;Pais Vasco;ambas;2009;31.07;1.29
16 Pais Vasco;Pais Vasco;ambas;2008;30.9;1.3
16 Pais Vasco;Pais Vasco;ambas;2007;30.94;1.25
16 Pais Vasco;Pais Vasco;ambas;2006;31.07;1.21
16 Pais Vasco;Pais Vasco;ambas;2005;31.13;1.18
16 Pais Vasco;Pais Vasco;ambas;2004;31.18;1.18
16 Pais Vasco;Pais Vasco;ambas;2003;31.22;1.16
16 Pais Vasco;Pais Vasco;ambas;2002;31.06;1.09
16 Pais Vasco;Pais Vasco;ambas;2001;31.12;1.05
16 Pais Vasco;Pais Vasco;ambas;2000;30.96;1.03
16 Pais Vasco;Pais Vasco;ambas;1999;30.86;0.99
16 Pais Vasco;Pais Vasco;ambas;1998;30.69;0.95
16 Pais Vasco;Pais Vasco;ambas;1997;30.38;0.96
16 Pais Vasco;Pais Vasco;ambas;1996;30.22;0.94
16 Pais Vasco;Pais Vasco;ambas;1995;29.98;0.9
16 Pais Vasco;Pais Vasco;ambas;1994;29.64;0.9
16 Pais Vasco;Pais Vasco;ambas;1993;29.36;0.94
16 Pais Vasco;Pais Vasco;ambas;1992;28.97;0.97
16 Pais Vasco;Pais Vasco;ambas;1991;28.71;0.97
16 Pais Vasco;Pais Vasco;ambas;1990;28.17;0.98
16 Pais Vasco;Pais Vasco;ambas;1989;27.87;1.03
16 Pais Vasco;Pais Vasco;ambas;1988;27.47;1.1
16 Pais Vasco;Pais Vasco;ambas;1987;27.27;1.14
16 Pais Vasco;Pais Vasco;ambas;1986;;1.24
16 Pais Vasco;Pais Vasco;ambas;1985;26.86;1.29
16 Pais Vasco;Pais Vasco;ambas;1984;26.67;1.39
16 Pais Vasco;Pais Vasco;ambas;1983;26.38;1.5
16 Pais Vasco;Pais Vasco;ambas;1982;26.28;1.62
16 Pais Vasco;Pais Vasco;ambas;1981;25.93;1.73
16 Pais Vasco;Pais Vasco;ambas;1980;25.8;1.86
16 Pais Vasco;Pais Vasco;ambas;1979;25.48;2.09
16 Pais Vasco;Pais Vasco;ambas;1978;25.34;2.39
16 Pais Vasco;Pais Vasco;ambas;1977;25.33;2.65
16 Pais Vasco;Pais Vasco;ambas;1976;25.36;2.84
16 Pais Vasco;Pais Vasco;ambas;1975;25.66;2.78
16 Pais Vasco;Pais Vasco;espanola;2020;32.99;1.13
16 Pais Vasco;Pais Vasco;espanola;2019;32.76;1.15
16 Pais Vasco;Pais Vasco;espanola;2018;32.79;1.17
16 Pais Vasco;Pais Vasco;espanola;2017;32.63;1.23
16 Pais Vasco;Pais Vasco;espanola;2016;32.47;1.27
16 Pais Vasco;Pais Vasco;espanola;2015;32.39;1.27
16 Pais Vasco;Pais Vasco;espanola;2014;32.23;1.29
16 Pais Vasco;Pais Vasco;espanola;2013;32.35;1.22
16 Pais Vasco;Pais Vasco;espanola;2012;32.23;1.27
16 Pais Vasco;Pais Vasco;espanola;2011;32.15;1.28
16 Pais Vasco;Pais Vasco;espanola;2010;32.02;1.26
16 Pais Vasco;Pais Vasco;espanola;2009;31.94;1.2
16 Pais Vasco;Pais Vasco;espanola;2008;31.81;1.21
16 Pais Vasco;Pais Vasco;espanola;2007;31.68;1.19
16 Pais Vasco;Pais Vasco;espanola;2006;31.67;1.17
16 Pais Vasco;Pais Vasco;espanola;2005;31.6;1.16
16 Pais Vasco;Pais Vasco;espanola;2004;31.55;1.15
16 Pais Vasco;Pais Vasco;espanola;2003;31.5;1.14
16 Pais Vasco;Pais Vasco;espanola;2002;31.31;1.07
16 Pais Vasco;Pais Vasco;espanola;2001;;
16 Pais Vasco;Pais Vasco;espanola;2000;;
16 Pais Vasco;Pais Vasco;espanola;1999;;
16 Pais Vasco;Pais Vasco;espanola;1998;;
16 Pais Vasco;Pais Vasco;espanola;1997;;
16 Pais Vasco;Pais Vasco;espanola;1996;;
16 Pais Vasco;Pais Vasco;espanola;1995;;
16 Pais Vasco;Pais Vasco;espanola;1994;;
16 Pais Vasco;Pais Vasco;espanola;1993;;
16 Pais Vasco;Pais Vasco;espanola;1992;;
16 Pais Vasco;Pais Vasco;espanola;1991;;
16 Pais Vasco;Pais Vasco;espanola;1990;;
16 Pais Vasco;Pais Vasco;espanola;1989;;
16 Pais Vasco;Pais Vasco;espanola;1988;;
16 Pais Vasco;Pais Vasco;espanola;1987;;
16 Pais Vasco;Pais Vasco;espanola;1986;;
16 Pais Vasco;Pais Vasco;espanola;1985;;
16 Pais Vasco;Pais Vasco;espanola;1984;;
16 Pais Vasco;Pais Vasco;espanola;1983;;
16 Pais Vasco;Pais Vasco;espanola;1982;;
16 Pais Vasco;Pais Vasco;espanola;1981;;
16 Pais Vasco;Pais Vasco;espanola;1980;;
16 Pais Vasco;Pais Vasco;espanola;1979;;
16 Pais Vasco;Pais Vasco;espanola;1978;;
16 Pais Vasco;Pais Vasco;espanola;1977;;
16 Pais Vasco;Pais Vasco;espanola;1976;;
16 Pais Vasco;Pais Vasco;espanola;1975;;
16 Pais Vasco;Pais Vasco;extranjera;2020;28.55;1.88
16 Pais Vasco;Pais Vasco;extranjera;2019;27.66;2.09
16 Pais Vasco;Pais Vasco;extranjera;2018;27.48;2.22
16 Pais Vasco;Pais Vasco;extranjera;2017;27.47;2.23
16 Pais Vasco;Pais Vasco;extranjera;2016;27.6;2.39
16 Pais Vasco;Pais Vasco;extranjera;2015;27.36;2.3
16 Pais Vasco;Pais Vasco;extranjera;2014;27.26;2.13
16 Pais Vasco;Pais Vasco;extranjera;2013;26.79;1.89
16 Pais Vasco;Pais Vasco;extranjera;2012;26.55;1.79
16 Pais Vasco;Pais Vasco;extranjera;2011;26.84;1.7
16 Pais Vasco;Pais Vasco;extranjera;2010;26.54;1.67
16 Pais Vasco;Pais Vasco;extranjera;2009;26.59;1.8
16 Pais Vasco;Pais Vasco;extranjera;2008;26.17;1.88
16 Pais Vasco;Pais Vasco;extranjera;2007;26.04;1.6
16 Pais Vasco;Pais Vasco;extranjera;2006;26.18;1.48
16 Pais Vasco;Pais Vasco;extranjera;2005;26.26;1.47
16 Pais Vasco;Pais Vasco;extranjera;2004;26.79;1.53
16 Pais Vasco;Pais Vasco;extranjera;2003;26.58;1.6
16 Pais Vasco;Pais Vasco;extranjera;2002;25.86;1.64
16 Pais Vasco;Pais Vasco;extranjera;2001;;
16 Pais Vasco;Pais Vasco;extranjera;2000;;
16 Pais Vasco;Pais Vasco;extranjera;1999;;
16 Pais Vasco;Pais Vasco;extranjera;1998;;
16 Pais Vasco;Pais Vasco;extranjera;1997;;
16 Pais Vasco;Pais Vasco;extranjera;1996;;
16 Pais Vasco;Pais Vasco;extranjera;1995;;
16 Pais Vasco;Pais Vasco;extranjera;1994;;
16 Pais Vasco;Pais Vasco;extranjera;1993;;
16 Pais Vasco;Pais Vasco;extranjera;1992;;
16 Pais Vasco;Pais Vasco;extranjera;1991;;
16 Pais Vasco;Pais Vasco;extranjera;1990;;
16 Pais Vasco;Pais Vasco;extranjera;1989;;
16 Pais Vasco;Pais Vasco;extranjera;1988;;
16 Pais Vasco;Pais Vasco;extranjera;1987;;
16 Pais Vasco;Pais Vasco;extranjera;1986;;
16 Pais Vasco;Pais Vasco;extranjera;1985;;
16 Pais Vasco;Pais Vasco;extranjera;1984;;
16 Pais Vasco;Pais Vasco;extranjera;1983;;
16 Pais Vasco;Pais Vasco;extranjera;1982;;
16 Pais Vasco;Pais Vasco;extranjera;1981;;
16 Pais Vasco;Pais Vasco;extranjera;1980;;
16 Pais Vasco;Pais Vasco;extranjera;1979;;
16 Pais Vasco;Pais Vasco;extranjera;1978;;
16 Pais Vasco;Pais Vasco;extranjera;1977;;
16 Pais Vasco;Pais Vasco;extranjera;1976;;
16 Pais Vasco;Pais Vasco;extranjera;1975;;
17 Rioja, La;Rioja, La;ambas;2020;31.34;1.29
17 Rioja, La;Rioja, La;ambas;2019;31.16;1.32
17 Rioja, La;Rioja, La;ambas;2018;31.37;1.25
17 Rioja, La;Rioja, La;ambas;2017;31;1.35
17 Rioja, La;Rioja, La;ambas;2016;30.76;1.36
17 Rioja, La;Rioja, La;ambas;2015;30.9;1.34
17 Rioja, La;Rioja, La;ambas;2014;30.67;1.35
17 Rioja, La;Rioja, La;ambas;2013;30.8;1.33
17 Rioja, La;Rioja, La;ambas;2012;30.59;1.41
17 Rioja, La;Rioja, La;ambas;2011;30.34;1.37
17 Rioja, La;Rioja, La;ambas;2010;29.95;1.44
17 Rioja, La;Rioja, La;ambas;2009;29.89;1.41
17 Rioja, La;Rioja, La;ambas;2008;29.26;1.49
17 Rioja, La;Rioja, La;ambas;2007;29.41;1.41
17 Rioja, La;Rioja, La;ambas;2006;29.59;1.33
17 Rioja, La;Rioja, La;ambas;2005;29.41;1.33
17 Rioja, La;Rioja, La;ambas;2004;29.7;1.3
17 Rioja, La;Rioja, La;ambas;2003;29.83;1.31
17 Rioja, La;Rioja, La;ambas;2002;29.73;1.2
17 Rioja, La;Rioja, La;ambas;2001;29.78;1.15
17 Rioja, La;Rioja, La;ambas;2000;30.02;1.12
17 Rioja, La;Rioja, La;ambas;1999;29.76;1.09
17 Rioja, La;Rioja, La;ambas;1998;29.71;1.06
17 Rioja, La;Rioja, La;ambas;1997;29.37;1.06
17 Rioja, La;Rioja, La;ambas;1996;29.17;1.03
17 Rioja, La;Rioja, La;ambas;1995;29.3;1.02
17 Rioja, La;Rioja, La;ambas;1994;28.78;1.08
17 Rioja, La;Rioja, La;ambas;1993;28.56;1.08
17 Rioja, La;Rioja, La;ambas;1992;28.16;1.1
17 Rioja, La;Rioja, La;ambas;1991;27.76;1.14
17 Rioja, La;Rioja, La;ambas;1990;27.12;1.2
17 Rioja, La;Rioja, La;ambas;1989;27.23;1.25
17 Rioja, La;Rioja, La;ambas;1988;26.91;1.3
17 Rioja, La;Rioja, La;ambas;1987;26.71;1.32
17 Rioja, La;Rioja, La;ambas;1986;26.27;1.32
17 Rioja, La;Rioja, La;ambas;1985;26.04;1.49
17 Rioja, La;Rioja, La;ambas;1984;26.22;1.55
17 Rioja, La;Rioja, La;ambas;1983;25.9;1.65
17 Rioja, La;Rioja, La;ambas;1982;25.72;1.8
17 Rioja, La;Rioja, La;ambas;1981;25.5;1.85
17 Rioja, La;Rioja, La;ambas;1980;25.35;2.06
17 Rioja, La;Rioja, La;ambas;1979;25.1;2.18
17 Rioja, La;Rioja, La;ambas;1978;25.12;2.31
17 Rioja, La;Rioja, La;ambas;1977;25.22;2.29
17 Rioja, La;Rioja, La;ambas;1976;25.71;2.61
17 Rioja, La;Rioja, La;ambas;1975;25.64;2.39
17 Rioja, La;Rioja, La;espanola;2020;32.47;1.16
17 Rioja, La;Rioja, La;espanola;2019;32.37;1.15
17 Rioja, La;Rioja, La;espanola;2018;32.59;1.1
17 Rioja, La;Rioja, La;espanola;2017;32.3;1.18
17 Rioja, La;Rioja, La;espanola;2016;32.01;1.2
17 Rioja, La;Rioja, La;espanola;2015;31.99;1.2
17 Rioja, La;Rioja, La;espanola;2014;31.66;1.24
17 Rioja, La;Rioja, La;espanola;2013;31.93;1.19
17 Rioja, La;Rioja, La;espanola;2012;31.9;1.26
17 Rioja, La;Rioja, La;espanola;2011;31.65;1.19
17 Rioja, La;Rioja, La;espanola;2010;31.65;1.23
17 Rioja, La;Rioja, La;espanola;2009;31.38;1.25
17 Rioja, La;Rioja, La;espanola;2008;31.01;1.27
17 Rioja, La;Rioja, La;espanola;2007;31.09;1.2
17 Rioja, La;Rioja, La;espanola;2006;31.16;1.17
17 Rioja, La;Rioja, La;espanola;2005;30.8;1.2
17 Rioja, La;Rioja, La;espanola;2004;30.79;1.2
17 Rioja, La;Rioja, La;espanola;2003;30.71;1.23
17 Rioja, La;Rioja, La;espanola;2002;30.46;1.14
17 Rioja, La;Rioja, La;espanola;2001;;
17 Rioja, La;Rioja, La;espanola;2000;;
17 Rioja, La;Rioja, La;espanola;1999;;
17 Rioja, La;Rioja, La;espanola;1998;;
17 Rioja, La;Rioja, La;espanola;1997;;
17 Rioja, La;Rioja, La;espanola;1996;;
17 Rioja, La;Rioja, La;espanola;1995;;
17 Rioja, La;Rioja, La;espanola;1994;;
17 Rioja, La;Rioja, La;espanola;1993;;
17 Rioja, La;Rioja, La;espanola;1992;;
17 Rioja, La;Rioja, La;espanola;1991;;
17 Rioja, La;Rioja, La;espanola;1990;;
17 Rioja, La;Rioja, La;espanola;1989;;
17 Rioja, La;Rioja, La;espanola;1988;;
17 Rioja, La;Rioja, La;espanola;1987;;
17 Rioja, La;Rioja, La;espanola;1986;;
17 Rioja, La;Rioja, La;espanola;1985;;
17 Rioja, La;Rioja, La;espanola;1984;;
17 Rioja, La;Rioja, La;espanola;1983;;
17 Rioja, La;Rioja, La;espanola;1982;;
17 Rioja, La;Rioja, La;espanola;1981;;
17 Rioja, La;Rioja, La;espanola;1980;;
17 Rioja, La;Rioja, La;espanola;1979;;
17 Rioja, La;Rioja, La;espanola;1978;;
17 Rioja, La;Rioja, La;espanola;1977;;
17 Rioja, La;Rioja, La;espanola;1976;;
17 Rioja, La;Rioja, La;espanola;1975;;
17 Rioja, La;Rioja, La;extranjera;2020;27.22;1.76
17 Rioja, La;Rioja, La;extranjera;2019;27.21;1.95
17 Rioja, La;Rioja, La;extranjera;2018;27.01;1.9
17 Rioja, La;Rioja, La;extranjera;2017;26.6;2.14
17 Rioja, La;Rioja, La;extranjera;2016;26.29;2.09
17 Rioja, La;Rioja, La;extranjera;2015;26.35;1.9
17 Rioja, La;Rioja, La;extranjera;2014;26.5;1.74
17 Rioja, La;Rioja, La;extranjera;2013;26.64;1.78
17 Rioja, La;Rioja, La;extranjera;2012;26.34;1.81
17 Rioja, La;Rioja, La;extranjera;2011;27.15;1.87
17 Rioja, La;Rioja, La;extranjera;2010;26.3;2.06
17 Rioja, La;Rioja, La;extranjera;2009;26.09;1.83
17 Rioja, La;Rioja, La;extranjera;2008;25.56;2.11
17 Rioja, La;Rioja, La;extranjera;2007;25.64;2.06
17 Rioja, La;Rioja, La;extranjera;2006;25.35;1.98
17 Rioja, La;Rioja, La;extranjera;2005;24.88;1.96
17 Rioja, La;Rioja, La;extranjera;2004;25.6;1.89
17 Rioja, La;Rioja, La;extranjera;2003;25.38;1.92
17 Rioja, La;Rioja, La;extranjera;2002;25.39;1.84
17 Rioja, La;Rioja, La;extranjera;2001;;
17 Rioja, La;Rioja, La;extranjera;2000;;
17 Rioja, La;Rioja, La;extranjera;1999;;
17 Rioja, La;Rioja, La;extranjera;1998;;
17 Rioja, La;Rioja, La;extranjera;1997;;
17 Rioja, La;Rioja, La;extranjera;1996;;
17 Rioja, La;Rioja, La;extranjera;1995;;
17 Rioja, La;Rioja, La;extranjera;1994;;
17 Rioja, La;Rioja, La;extranjera;1993;;
17 Rioja, La;Rioja, La;extranjera;1992;;
17 Rioja, La;Rioja, La;extranjera;1991;;
17 Rioja, La;Rioja, La;extranjera;1990;;
17 Rioja, La;Rioja, La;extranjera;1989;;
17 Rioja, La;Rioja, La;extranjera;1988;;
17 Rioja, La;Rioja, La;extranjera;1987;;
17 Rioja, La;Rioja, La;extranjera;1986;;
17 Rioja, La;Rioja, La;extranjera;1985;;
17 Rioja, La;Rioja, La;extranjera;1984;;
17 Rioja, La;Rioja, La;extranjera;1983;;
17 Rioja, La;Rioja, La;extranjera;1982;;
17 Rioja, La;Rioja, La;extranjera;1981;;
17 Rioja, La;Rioja, La;extranjera;1980;;
17 Rioja, La;Rioja, La;extranjera;1979;;
17 Rioja, La;Rioja, La;extranjera;1978;;
17 Rioja, La;Rioja, La;extranjera;1977;;
17 Rioja, La;Rioja, La;extranjera;1976;;
17 Rioja, La;Rioja, La;extranjera;1975;;
18 Ceuta;Ceuta;ambas;2020;29.5;1.51
18 Ceuta;Ceuta;ambas;2019;28.16;1.5
18 Ceuta;Ceuta;ambas;2018;28.93;1.7
18 Ceuta;Ceuta;ambas;2017;28.47;1.81
18 Ceuta;Ceuta;ambas;2016;28.16;1.82
18 Ceuta;Ceuta;ambas;2015;27.83;1.86
